task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0147","1.147","1_037","3","3","task_0148","1.148","1_037","4","0.129699"
"task_0147","1.147","1_037","3","4","task_0067","1.67","1_017","3","0.082329"
"task_0147","1.147","1_037","3","5","task_0063","1.63","1_016","3","0.08113"
"task_0147","1.147","1_037","3","6","task_0165","1.165","1_042","1","0.067666"
"task_0147","1.147","1_037","3","7","task_0494","3.147","3_037","2","0.064034"
"task_0147","1.147","1_037","3","8","task_0071","1.71","1_018","3","0.056131"
"task_0147","1.147","1_037","3","9","task_0026","1.26","1_007","2","0.055871"
"task_0147","1.147","1_037","3","10","task_0028","1.28","1_007","4","0.055714"
"task_0148","1.148","1_037","4","1","task_0146","1.146","1_037","2","0.439199"
"task_0148","1.148","1_037","4","2","task_0042","1.42","1_011","2","0.195218"
"task_0148","1.148","1_037","4","3","task_0147","1.147","1_037","3","0.129699"
"task_0148","1.148","1_037","4","4","task_0145","1.145","1_037","1","0.129193"
"task_0148","1.148","1_037","4","5","task_0052","1.52","1_013","4","0.0937"
"task_0148","1.148","1_037","4","6","task_0029","1.29","1_008","1","0.083603"
"task_0148","1.148","1_037","4","7","task_0085","1.85","1_022","1","0.082003"
"task_0148","1.148","1_037","4","8","task_0044","1.44","1_011","4","0.081844"
"task_0148","1.148","1_037","4","9","task_0003","1.3","1_001","3","0.076075"
"task_0148","1.148","1_037","4","10","task_0494","3.147","3_037","2","0.074801"
"task_0149","1.149","1_038","1","1","task_0185","1.185","1_047","1","0.182309"
"task_0149","1.149","1_038","1","2","task_0150","1.150","1_038","2","0.175857"
"task_0149","1.149","1_038","1","3","task_0151","1.151","1_038","3","0.15749"
"task_0149","1.149","1_038","1","4","task_0187","1.187","1_047","3","0.153151"
"task_0149","1.149","1_038","1","5","task_0067","1.67","1_017","3","0.116406"
"task_0149","1.149","1_038","1","6","task_0015","1.15","1_004","3","0.108965"
"task_0149","1.149","1_038","1","7","task_0027","1.27","1_007","3","0.10509"
"task_0149","1.149","1_038","1","8","task_0129","1.129","1_033","1","0.104899"
"task_0149","1.149","1_038","1","9","task_0071","1.71","1_018","3","0.10408"
"task_0149","1.149","1_038","1","10","task_0047","1.47","1_012","3","0.103096"
"task_0150","1.150","1_038","2","1","task_0151","1.151","1_038","3","0.369586"
"task_0150","1.150","1_038","2","2","task_0141","1.141","1_036","1","0.199669"
"task_0150","1.150","1_038","2","3","task_0149","1.149","1_038","1","0.175857"
"task_0150","1.150","1_038","2","4","task_0152","1.152","1_038","4","0.164646"
"task_0150","1.150","1_038","2","5","task_0095","1.95","1_024","3","0.156363"
"task_0150","1.150","1_038","2","6","task_0143","1.143","1_036","3","0.142059"
"task_0150","1.150","1_038","2","7","task_0097","1.97","1_025","1","0.141763"
"task_0150","1.150","1_038","2","8","task_0093","1.93","1_024","1","0.14064"
"task_0150","1.150","1_038","2","9","task_0047","1.47","1_012","3","0.139637"
"task_0150","1.150","1_038","2","10","task_0142","1.142","1_036","2","0.138772"
"task_0151","1.151","1_038","3","1","task_0150","1.150","1_038","2","0.369586"
"task_0151","1.151","1_038","3","2","task_0097","1.97","1_025","1","0.16042"
"task_0151","1.151","1_038","3","3","task_0152","1.152","1_038","4","0.159303"
"task_0151","1.151","1_038","3","4","task_0149","1.149","1_038","1","0.15749"
"task_0151","1.151","1_038","3","5","task_0141","1.141","1_036","1","0.141972"
"task_0151","1.151","1_038","3","6","task_0093","1.93","1_024","1","0.141603"
"task_0151","1.151","1_038","3","7","task_0038","1.38","1_010","2","0.115191"
"task_0151","1.151","1_038","3","8","task_0040","1.40","1_010","4","0.105646"
"task_0151","1.151","1_038","3","9","task_0187","1.187","1_047","3","0.08856"
"task_0151","1.151","1_038","3","10","task_0066","1.66","1_017","2","0.087299"
"task_0152","1.152","1_038","4","1","task_0150","1.150","1_038","2","0.164646"
"task_0152","1.152","1_038","4","2","task_0151","1.151","1_038","3","0.159303"
"task_0152","1.152","1_038","4","3","task_0092","1.92","1_023","4","0.065991"
"task_0152","1.152","1_038","4","4","task_0118","1.118","1_030","2","0.058567"
"task_0152","1.152","1_038","4","5","task_0114","1.114","1_029","2","0.056154"
"task_0152","1.152","1_038","4","6","task_0095","1.95","1_024","3","0.054599"
"task_0152","1.152","1_038","4","7","task_0169","1.169","1_043","1","0.051057"
"task_0152","1.152","1_038","4","8","task_0090","1.90","1_023","2","0.04973"
"task_0152","1.152","1_038","4","9","task_0122","1.122","1_031","2","0.048147"
"task_0152","1.152","1_038","4","10","task_0469","3.122","3_031","2","0.046946"
"task_0153","1.153","1_039","1","1","task_0155","1.155","1_039","3","0.483895"
"task_0153","1.153","1_039","1","2","task_0154","1.154","1_039","2","0.456347"
"task_0153","1.153","1_039","1","3","task_0156","1.156","1_039","4","0.252946"
"task_0153","1.153","1_039","1","4","task_0077","1.77","1_020","1","0.113352"
"task_0153","1.153","1_039","1","5","task_0604","4.40","4_010","4","0.10377"
"task_0153","1.153","1_039","1","6","task_0081","1.81","1_021","1","0.091139"
"task_0153","1.153","1_039","1","7","task_0083","1.83","1_021","3","0.083949"
"task_0153","1.153","1_039","1","8","task_0183","1.183","1_046","3","0.074764"
"task_0153","1.153","1_039","1","9","task_0192","2.4","2_001","4","0.071887"
"task_0153","1.153","1_039","1","10","task_0240","2.52","2_013","4","0.07043"
"task_0154","1.154","1_039","2","1","task_0153","1.153","1_039","1","0.456347"
"task_0154","1.154","1_039","2","2","task_0155","1.155","1_039","3","0.382038"
"task_0154","1.154","1_039","2","3","task_0156","1.156","1_039","4","0.232188"
"task_0154","1.154","1_039","2","4","task_0604","4.40","4_010","4","0.09998"
"task_0154","1.154","1_039","2","5","task_0055","1.55","1_014","3","0.084919"
"task_0154","1.154","1_039","2","6","task_0083","1.83","1_021","3","0.077504"
"task_0154","1.154","1_039","2","7","task_0054","1.54","1_014","2","0.073899"
"task_0154","1.154","1_039","2","8","task_0079","1.79","1_020","3","0.07242"
"task_0154","1.154","1_039","2","9","task_0086","1.86","1_022","2","0.071848"
"task_0154","1.154","1_039","2","10","task_0081","1.81","1_021","1","0.069748"
"task_0155","1.155","1_039","3","1","task_0153","1.153","1_039","1","0.483895"
"task_0155","1.155","1_039","3","2","task_0154","1.154","1_039","2","0.382038"
"task_0155","1.155","1_039","3","3","task_0156","1.156","1_039","4","0.210304"
"task_0155","1.155","1_039","3","4","task_0077","1.77","1_020","1","0.134449"
"task_0155","1.155","1_039","3","5","task_0604","4.40","4_010","4","0.1336"
"task_0155","1.155","1_039","3","6","task_0081","1.81","1_021","1","0.103351"
"task_0155","1.155","1_039","3","7","task_0248","2.60","2_015","4","0.081964"
"task_0155","1.155","1_039","3","8","task_0083","1.83","1_021","3","0.077699"
"task_0155","1.155","1_039","3","9","task_0240","2.52","2_013","4","0.074926"
"task_0155","1.155","1_039","3","10","task_0238","2.50","2_013","2","0.074602"
"task_0156","1.156","1_039","4","1","task_0153","1.153","1_039","1","0.252946"
"task_0156","1.156","1_039","4","2","task_0154","1.154","1_039","2","0.232188"
"task_0156","1.156","1_039","4","3","task_0155","1.155","1_039","3","0.210304"
"task_0156","1.156","1_039","4","4","task_0077","1.77","1_020","1","0.077025"
"task_0156","1.156","1_039","4","5","task_0081","1.81","1_021","1","0.073723"
"task_0156","1.156","1_039","4","6","task_0238","2.50","2_013","2","0.06584"
"task_0156","1.156","1_039","4","7","task_0240","2.52","2_013","4","0.065295"
"task_0156","1.156","1_039","4","8","task_0608","4.44","4_011","4","0.062813"
"task_0156","1.156","1_039","4","9","task_0088","1.88","1_022","4","0.060234"
"task_0156","1.156","1_039","4","10","task_0079","1.79","1_020","3","0.059335"
"task_0157","1.157","1_040","1","1","task_0159","1.159","1_040","3","0.665247"
"task_0157","1.157","1_040","1","2","task_0158","1.158","1_040","2","0.369092"
"task_0157","1.157","1_040","1","3","task_0160","1.160","1_040","4","0.203744"
"task_0157","1.157","1_040","1","4","task_0181","1.181","1_046","1","0.167352"
"task_0157","1.157","1_040","1","5","task_0182","1.182","1_046","2","0.163556"
"task_0157","1.157","1_040","1","6","task_0183","1.183","1_046","3","0.152847"
"task_0157","1.157","1_040","1","7","task_0107","1.107","1_027","3","0.145845"
"task_0157","1.157","1_040","1","8","task_0139","1.139","1_035","3","0.140666"
"task_0157","1.157","1_040","1","9","task_0069","1.69","1_018","1","0.140545"
"task_0157","1.157","1_040","1","10","task_0056","1.56","1_014","4","0.137049"
"task_0158","1.158","1_040","2","1","task_0160","1.160","1_040","4","0.452425"
"task_0158","1.158","1_040","2","2","task_0159","1.159","1_040","3","0.399364"
"task_0158","1.158","1_040","2","3","task_0157","1.157","1_040","1","0.369092"
"task_0158","1.158","1_040","2","4","task_0112","1.112","1_028","4","0.209512"
"task_0158","1.158","1_040","2","5","task_0182","1.182","1_046","2","0.208065"
"task_0158","1.158","1_040","2","6","task_0110","1.110","1_028","2","0.178202"
"task_0158","1.158","1_040","2","7","task_0105","1.105","1_027","1","0.173413"
"task_0158","1.158","1_040","2","8","task_0187","1.187","1_047","3","0.150609"
"task_0158","1.158","1_040","2","9","task_0101","1.101","1_026","1","0.149828"
"task_0158","1.158","1_040","2","10","task_0051","1.51","1_013","3","0.13532"
"task_0159","1.159","1_040","3","1","task_0157","1.157","1_040","1","0.665247"
"task_0159","1.159","1_040","3","2","task_0158","1.158","1_040","2","0.399364"
"task_0159","1.159","1_040","3","3","task_0160","1.160","1_040","4","0.214264"
"task_0159","1.159","1_040","3","4","task_0182","1.182","1_046","2","0.190515"
"task_0159","1.159","1_040","3","5","task_0181","1.181","1_046","1","0.173408"
"task_0159","1.159","1_040","3","6","task_0187","1.187","1_047","3","0.16932"
"task_0159","1.159","1_040","3","7","task_0107","1.107","1_027","3","0.157541"
"task_0159","1.159","1_040","3","8","task_0125","1.125","1_032","1","0.155443"
"task_0159","1.159","1_040","3","9","task_0105","1.105","1_027","1","0.154564"
"task_0159","1.159","1_040","3","10","task_0069","1.69","1_018","1","0.150043"
"task_0160","1.160","1_040","4","1","task_0158","1.158","1_040","2","0.452425"
"task_0160","1.160","1_040","4","2","task_0159","1.159","1_040","3","0.214264"
"task_0160","1.160","1_040","4","3","task_0157","1.157","1_040","1","0.203744"
"task_0160","1.160","1_040","4","4","task_0181","1.181","1_046","1","0.182238"
"task_0160","1.160","1_040","4","5","task_0182","1.182","1_046","2","0.159422"
"task_0160","1.160","1_040","4","6","task_0110","1.110","1_028","2","0.152102"
"task_0160","1.160","1_040","4","7","task_0184","1.184","1_046","4","0.143866"
"task_0160","1.160","1_040","4","8","task_0183","1.183","1_046","3","0.139861"
"task_0160","1.160","1_040","4","9","task_0187","1.187","1_047","3","0.125525"
"task_0160","1.160","1_040","4","10","task_0112","1.112","1_028","4","0.115843"
"task_0161","1.161","1_041","1","1","task_0163","1.163","1_041","3","0.655978"
"task_0161","1.161","1_041","1","2","task_0162","1.162","1_041","2","0.134619"
"task_0161","1.161","1_041","1","3","task_0164","1.164","1_041","4","0.116571"
"task_0161","1.161","1_041","1","4","task_0138","1.138","1_035","2","0.070439"
"task_0161","1.161","1_041","1","5","task_0092","1.92","1_023","4","0.06952"
"task_0161","1.161","1_041","1","6","task_0090","1.90","1_023","2","0.066456"
"task_0161","1.161","1_041","1","7","task_0036","1.36","1_009","4","0.066162"
"task_0161","1.161","1_041","1","8","task_0057","1.57","1_015","1","0.064976"
"task_0161","1.161","1_041","1","9","task_0034","1.34","1_009","2","0.063191"
"task_0161","1.161","1_041","1","10","task_0059","1.59","1_015","3","0.060796"
"task_0162","1.162","1_041","2","1","task_0164","1.164","1_041","4","0.331098"
"task_0162","1.162","1_041","2","2","task_0163","1.163","1_041","3","0.136935"
"task_0162","1.162","1_041","2","3","task_0161","1.161","1_041","1","0.134619"
"task_0162","1.162","1_041","2","4","task_0138","1.138","1_035","2","0.062018"
"task_0162","1.162","1_041","2","5","task_0124","1.124","1_031","4","0.06024"
"task_0162","1.162","1_041","2","6","task_0169","1.169","1_043","1","0.058485"
"task_0162","1.162","1_041","2","7","task_0143","1.143","1_036","3","0.050722"
"task_0162","1.162","1_041","2","8","task_0047","1.47","1_012","3","0.048692"
"task_0162","1.162","1_041","2","9","task_0167","1.167","1_042","3","0.047621"
"task_0162","1.162","1_041","2","10","task_0041","1.41","1_011","1","0.04731"
"task_0163","1.163","1_041","3","1","task_0161","1.161","1_041","1","0.655978"
"task_0163","1.163","1_041","3","2","task_0162","1.162","1_041","2","0.136935"
"task_0163","1.163","1_041","3","3","task_0164","1.164","1_041","4","0.114064"
"task_0163","1.163","1_041","3","4","task_0138","1.138","1_035","2","0.068584"
"task_0163","1.163","1_041","3","5","task_0092","1.92","1_023","4","0.068025"
"task_0163","1.163","1_041","3","6","task_0090","1.90","1_023","2","0.065027"
"task_0163","1.163","1_041","3","7","task_0036","1.36","1_009","4","0.064739"
"task_0163","1.163","1_041","3","8","task_0057","1.57","1_015","1","0.063579"
"task_0163","1.163","1_041","3","9","task_0034","1.34","1_009","2","0.061832"
"task_0163","1.163","1_041","3","10","task_0059","1.59","1_015","3","0.059489"
"task_0164","1.164","1_041","4","1","task_0162","1.162","1_041","2","0.331098"
"task_0164","1.164","1_041","4","2","task_0161","1.161","1_041","1","0.116571"
"task_0164","1.164","1_041","4","3","task_0163","1.163","1_041","3","0.114064"
"task_0164","1.164","1_041","4","4","task_0036","1.36","1_009","4","0.104288"
"task_0164","1.164","1_041","4","5","task_0034","1.34","1_009","2","0.10016"
"task_0164","1.164","1_041","4","6","task_0057","1.57","1_015","1","0.096231"
"task_0164","1.164","1_041","4","7","task_0059","1.59","1_015","3","0.093777"
"task_0164","1.164","1_041","4","8","task_0268","2.80","2_020","4","0.085433"
"task_0164","1.164","1_041","4","9","task_0267","2.79","2_020","3","0.069976"
"task_0164","1.164","1_041","4","10","task_0032","1.32","1_008","4","0.065651"
"task_0165","1.165","1_042","1","1","task_0169","1.169","1_043","1","0.336497"
"task_0165","1.165","1_042","1","2","task_0045","1.45","1_012","1","0.087007"
"task_0165","1.165","1_042","1","3","task_0088","1.88","1_022","4","0.085286"
"task_0165","1.165","1_042","1","4","task_0067","1.67","1_017","3","0.074505"
"task_0165","1.165","1_042","1","5","task_0063","1.63","1_016","3","0.073419"
"task_0165","1.165","1_042","1","6","task_0047","1.47","1_012","3","0.072699"
"task_0165","1.165","1_042","1","7","task_0147","1.147","1_037","3","0.067666"
"task_0165","1.165","1_042","1","8","task_0124","1.124","1_031","4","0.067275"
"task_0165","1.165","1_042","1","9","task_0187","1.187","1_047","3","0.064663"
"task_0165","1.165","1_042","1","10","task_0167","1.167","1_042","3","0.062228"
"task_0166","1.166","1_042","2","1","task_0170","1.170","1_043","2","0.41899"
"task_0166","1.166","1_042","2","2","task_0168","1.168","1_042","4","0.320415"
"task_0166","1.166","1_042","2","3","task_0172","1.172","1_043","4","0.259967"
"task_0166","1.166","1_042","2","4","task_0068","1.68","1_017","4","0.142331"
"task_0166","1.166","1_042","2","5","task_0309","2.121","2_031","1","0.075141"
"task_0166","1.166","1_042","2","6","task_0311","2.123","2_031","3","0.057796"
"task_0166","1.166","1_042","2","7","task_0278","2.90","2_023","2","0.053631"
"task_0166","1.166","1_042","2","8","task_0064","1.64","1_016","4","0.052458"
"task_0166","1.166","1_042","2","9","task_0312","2.124","2_031","4","0.050991"
"task_0166","1.166","1_042","2","10","task_0310","2.122","2_031","2","0.050247"
"task_0167","1.167","1_042","3","1","task_0171","1.171","1_043","3","0.432651"
"task_0167","1.167","1_042","3","2","task_0087","1.87","1_022","3","0.105115"
"task_0167","1.167","1_042","3","3","task_0169","1.169","1_043","1","0.095084"
"task_0167","1.167","1_042","3","4","task_0140","1.140","1_035","4","0.093375"
"task_0167","1.167","1_042","3","5","task_0122","1.122","1_031","2","0.089274"
"task_0167","1.167","1_042","3","6","task_0177","1.177","1_045","1","0.089255"
"task_0167","1.167","1_042","3","7","task_0041","1.41","1_011","1","0.085952"
"task_0167","1.167","1_042","3","8","task_0071","1.71","1_018","3","0.080795"
"task_0167","1.167","1_042","3","9","task_0138","1.138","1_035","2","0.079949"
"task_0167","1.167","1_042","3","10","task_0085","1.85","1_022","1","0.079787"
"task_0168","1.168","1_042","4","1","task_0172","1.172","1_043","4","0.653277"
"task_0168","1.168","1_042","4","2","task_0166","1.166","1_042","2","0.320415"
"task_0168","1.168","1_042","4","3","task_0170","1.170","1_043","2","0.281244"
"task_0168","1.168","1_042","4","4","task_0278","2.90","2_023","2","0.084139"
"task_0168","1.168","1_042","4","5","task_0280","2.92","2_023","4","0.082076"
"task_0168","1.168","1_042","4","6","task_0445","3.98","3_025","2","0.075479"
"task_0168","1.168","1_042","4","7","task_0080","1.80","1_020","4","0.068726"
"task_0168","1.168","1_042","4","8","task_0082","1.82","1_021","2","0.067446"
"task_0168","1.168","1_042","4","9","task_0652","4.88","4_022","4","0.065776"
